상품번호,상품명_기본,자체상품코드,카테고리 코드,이미지 저장소,이미지 경로,페이스북 광고 제품 피드 이미지명
1000000282,띠어리 팬츠,10700002,"003001007
003
003001",url,20/01/03/1000000282/,https://koodonkr.hgodo.com/product_img/WOMEN/BOTTOM/300074/300074_f.png
1000000283,루이비통 티볼리 모노그램 PM,20300006,"003002003
003
003002",local,20/01/03/1000000283/,fbGoods_075.png
1000000284,루이비통 앗치 모노그램 MM,20300007,"003002003
003
003002",local,20/01/03/1000000284/,fbGoods_03.png
1000000285,루이비통 멀티 스피디 30,20300008,"003002003
003
003002",local,20/01/03/1000000285/,fbGoods_032.png
1000000286,버버리 스커트,10800001,"003001008
003
003001",url,20/01/03/1000000286/,https://koodonkr.hgodo.com/product_img/WOMEN/BOTTOM/800001/800001_f.png
1000000287,에르메스 에블린 29,20200004,"003002002
003
003002",local,20/01/03/1000000287/,fbGoods_072.png
1000000288,샤넬 램스킨 클래식 점보 은장,20200005,"003002002
003
003002",local,20/01/03/1000000288/,fbGoods_056.png
1000000289,발망 자켓,10100003,"003001001
003
003001",local,20/01/03/1000000289/,fbGoods_080.png
1000000290,멀버리 베이스워터 토트백,20300009,"003
003002
003002003",local,20/01/03/1000000290/,fbGoods_080.png
1000000291,발렌티노 카모 클러치,50400002,"003002004
002
002002
002002004
003
003002",local,20/01/03/1000000291/,fbGoods_09.png
1000000292,랑방 자켓,10100004,"003001001
003
003001",local,20/01/03/1000000292/,fbGoods_050.png
1000000293,지방시 스커트,10800002,"003001008
003
003001",url,20/01/03/1000000293/,https://koodonkr.hgodo.com/product_img/WOMEN/BOTTOM/800002/800002_f.png
1000000294,불가리 비제로원 다이아 반지,70300001,"004003
004",local,20/01/03/1000000294/,fbGoods_079.png
1000000295,발망 자켓,10100005,"003001001
003
003001",local,20/01/03/1000000295/,fbGoods_060.png
1000000296,티파니 앤 코 채널 반지,70300002,"004003
004",local,20/01/03/1000000296/,fbGoods_052.png
1000000297,티파니 앤 코 솔리스트 목걸이,70200017,"004002
004",local,20/01/03/1000000297/,fbGoods_053.png
1000000298,보테가 베네타 반지갑,90100011,"007001
007",local,20/01/03/1000000298/,fbGoods_068.png
1000000299,오메가 스피드마스터 문워치,80100001,"005001
005",local,20/01/03/1000000299/,fbGoods_091.png
1000000300,IWC 포르투피노 시계,80100002,"005001
005",local,20/01/03/1000000300/,fbGoods_079.png
1000000302,발렌시아가 모터 반지갑,90100012,"007001
007",local,20/01/03/1000000302/,fbGoods_061.png
1000000303,스톤 아일랜드 로고 캡,90200006,"007002
007",local,20/01/03/1000000303/,fbGoods_041.png
1000000304,마르니 자켓,10100007,"003001001
003
003001",local,20/01/03/1000000304/,fbGoods_037.png
1000000305,에르메스 트윌리 스카프,90500003,"007005
007",local,20/01/03/1000000305/,fbGoods_028.png
1000000306,버버리 자켓,10100008,"003001001
003
003001",local,20/01/03/1000000306/,fbGoods_069.png
1000000307,에르메스 트윌리 스카프,90500004,"007005
007",local,20/01/03/1000000307/,fbGoods_057.png
1000000308,구찌 자켓,10100009,"003001001
003
003001",local,20/01/03/1000000308/,fbGoods_014.png
1000000309,에르메스 트윌리 스카프,90500005,"007005
007",local,20/01/03/1000000309/,fbGoods_026.png
1000000310,마르니 케이프,10100010,"003001001
003
003001",local,20/01/03/1000000310/,fbGoods_044.png
1000000312,마르니 자켓,10100012,"003001001
003
003001",local,20/01/03/1000000312/,fbGoods_073.png
1000000313,샤넬 캐시미어 스카프,90500006,"007005
007",local,20/01/03/1000000313/,fbGoods_052.png
1000000314,버버리 자켓,10100013,"003001001
003
003001",local,20/01/03/1000000314/,fbGoods_086.png
1000000315,샤넬 스카프,90500007,"007
007005",local,20/01/03/1000000315/,fbGoods_017.png
1000000316,무스너클 자켓,10100014,"003001001
003
003001",local,20/01/03/1000000316/,fbGoods_026.png
1000000317,샤넬 스카프,90500008,"007005
007",local,20/01/03/1000000317/,fbGoods_017.png
1000000318,미우미우 자켓,10100015,"003001001
003
003001",local,20/01/03/1000000318/,fbGoods_051.png
1000000320,에르메스 캐시미어 혼방 스카프,90500009,"007005
007",local,20/01/03/1000000320/,fbGoods_073.png
1000000321,샤넬 자켓,10100017,"003001001
003
003001",local,20/01/03/1000000321/,fbGoods_0100.png
1000000322,마르니 자켓,10100018,"003001001
003
003001",local,20/01/03/1000000322/,fbGoods_024.png
1000000324,몽클레어 자켓,10100020,"003001001
003
003001",local,20/01/03/1000000324/,fbGoods_091.png
1000000325,마르니 자켓,10100021,"003001001
003
003001",local,20/01/03/1000000325/,fbGoods_095.png
1000000327,몽클레어 후드 집업,10100023,"003001001
003
003001",local,20/01/03/1000000327/,fbGoods_084.png
1000000328,질 샌더 스커트,10800003,"003001008
003
003001",url,20/01/03/1000000328/,https://koodonkr.hgodo.com/product_img/WOMEN/BOTTOM/800005/800005_f.png
1000000329,루이비통 스커트,10800004,"003001008
003
003001",url,20/01/03/1000000329/,https://koodonkr.hgodo.com/product_img/WOMEN/BOTTOM/800006/800006_f.png
1000000330,샤넬 팬츠,10700003,"003001007
003
003001",url,20/01/03/1000000330/,https://koodonkr.hgodo.com/product_img/WOMEN/BOTTOM/800009/800009_f.png
1000000331,에르메스 캐시미어 혼방 스카프,90500010,"007005
007",local,20/01/03/1000000331/,fbGoods_032.png
1000000332,띠어리 팬츠,10700004,"003001007
003
003001",url,20/01/03/1000000332/,https://koodonkr.hgodo.com/product_img/WOMEN/BOTTOM/800010/800010_f.png
1000000333,에르메스 캐시미어 혼방 스카프,90500011,"007005
007",local,20/01/03/1000000333/,fbGoods_073.png
1000000334,에르메스 스카프,90500012,"007005
007",local,20/01/03/1000000334/,fbGoods_016.png
1000000335,샤넬 팬츠,10700005,"003001007
003
003001",url,20/01/03/1000000335/,https://koodonkr.hgodo.com/product_img/WOMEN/BOTTOM/800011/800011_f.png
1000000336,브루넬로 쿠치넬리 캐시미어 장갑,90800001,"007
007008",url,20/01/03/1000000336/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/08/90800001/f.jpg
1000000337,발렌티노 반팔 상의,10200001,"003001002
003
003001",local,20/01/03/1000000337/,fbGoods_061.png
1000000338,발렌티노 선글라스,90700004,"007007
007",local,20/01/03/1000000338/,fbGoods_057.png
1000000339,불가리 선글라스,90700005,"007007
007",local,20/01/03/1000000339/,fbGoods_04.png
1000000340,마르니 선글라스,90700006,"007007
007",local,20/01/03/1000000340/,fbGoods_031.png
1000000341,구찌 선글라스,90700007,"007007
007",local,20/01/03/1000000341/,fbGoods_014.png
1000000342,모스키노 셔츠 상의,10400001,"003001004
003
003001",local,20/01/03/1000000342/,fbGoods_030.png
1000000343,발망 민소매 상의,10200002,"003001002
003
003001",url,20/01/03/1000000343/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/200355/200355_f.png
1000000345,샤넬 선글라스,90700008,"007007
007",local,20/01/03/1000000345/,fbGoods_081.png
1000000346,발렌티노 키링,90600004,"007006
007",local,20/01/03/1000000346/,fbGoods_053.png
1000000347,꼼데가르송 원피스,10300001,"003001003
003
003001",url,20/01/03/1000000347/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/200367/200367_f.png
1000000348,마르니 민소매 상의,10200004,"003001002
003
003001",url,20/01/03/1000000348/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700002/700002_f.png
1000000349,샤넬 참,91500004,"007015
007",url,20/01/03/1000000349/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/15/91500004/f.jpg
1000000350,마르니 민소매 상의,10200005,"003001002
003
003001",url,20/01/03/1000000350/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700003/700003_f.png
1000000351,마르니 반팔 상의,10200006,"003001002
003
003001",url,20/01/03/1000000351/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700004/700004_f.png
1000000352,마르니 긴팔 상의,10200007,"003001002
003
003001",url,20/01/03/1000000352/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700005/700005_f.png
1000000354,에르메스 참,91500005,"007015
007",url,20/01/03/1000000354/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/15/91500005/f.jpg
1000000355,에르메스 베를로크 올가 체인 참,91500006,"007015
007",local,20/01/03/1000000355/,fbGoods_029.png
1000000356,마르니 긴팔 상의,10200009,"003001002
003
003001",url,20/01/03/1000000356/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700007/700007_f.png
1000000357,에르메스 골드 필루 글로브 참,91500007,"007015
007",url,20/01/03/1000000357/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/15/91500007/f.jpg
1000000358,에르메스 호스 헤드 타이핀,91500008,"007015
007",url,20/01/03/1000000358/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/15/91500008/f.jpg
1000000359,에르메스 참,91500009,"007015
007",url,20/01/03/1000000359/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/15/91500009/f.jpg
1000000360,마르니 블라우스 상의,10400002,"003001004
003
003001",url,20/01/03/1000000360/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700008/700008_f.png
1000000361,발렉스트라 스트랩,91500010,"007015
007",url,20/01/03/1000000361/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/15/91500010/f.jpg
1000000362,베르사체 벨트,90400002,"007004
007",local,20/01/03/1000000362/,fbGoods_064.png
1000000363,마르니 원피스,10300002,"003001003
003
003001",url,20/01/03/1000000363/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700009/700009_f.jpg
1000000364,에르메스 핸드폰 스트랩,91500011,"007015
007",url,20/01/03/1000000364/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/15/91500011/f.jpg
1000000367,릭 오웬스 스냅백,90200007,"007002
007",local,20/01/03/1000000367/,fbGoods_080.png
1000000369,릭 오웬스 스냅백,90200008,"007002
007",local,20/01/03/1000000369/,fbGoods_069.png
1000000370,마르니 원피스,10300003,"003001003
003
003001",url,20/01/03/1000000370/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700013/700013_f.png
1000000371,디스퀘어드2 비니,90200009,"007002
007",local,20/01/03/1000000371/,fbGoods_023.png
1000000372,슈프림 비니,90200010,"007002
007",local,20/01/03/1000000372/,fbGoods_059.png
1000000373,구찌 GG 마몬트 마틀라세 카드지갑,90100013,"007001
007",local,20/01/03/1000000373/,fbGoods_019.png
1000000374,마르니 블라우스 상의,10400003,"003001004
003
003001",url,20/01/03/1000000374/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700014/700014_f.png
1000000375,에르메스 바스티아 베르소 동전지갑 (T),90100014,"007001
007",local,20/01/03/1000000375/,fbGoods_067.png
1000000376,마르니 원피스,10300004,"003001003
003
003001",url,20/01/03/1000000376/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700015/700015_f.png
1000000377,발렉스트라 클러치,20400003,"003002004
003
003002",local,20/01/03/1000000377/,fbGoods_077.png
1000000378,마르니 원피스,10300005,"003001003
003
003001",url,20/01/03/1000000378/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700016/700016_f.png
1000000379,블루 토파즈 목걸이,70200001,"004002
004",local,20/01/03/1000000379/,fbGoods_043.jpg
1000000382,버버리 밀덴홀 숄더백,20200006,"003002002
003
003002",local,20/01/03/1000000382/,fbGoods_047.png
1000000383,에르메스 가디건 상의,10500001,"003001005
003
003001",url,20/01/03/1000000383/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700020/700020_f.png
1000000387,블루 토파즈 팔찌,70400001,"004004
004",local,20/01/03/1000000387/,fbGoods_05.jpg
1000000388,디스퀘어드2 반팔 상의,10200018,"003001002
003
003001",url,20/01/03/1000000388/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700027/700027_f.png
1000000389,다이아 목걸이,70200002,"004002
004",local,20/01/03/1000000389/,fbGoods_075.jpg
1000000390,에르메스 긴팔 상의,10200019,"003001002
003
003001",url,20/01/03/1000000390/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700032/700032_f.png
1000000391,블루 토파즈 팔찌,70400002,"004004
004",local,20/01/03/1000000391/,fbGoods_042.jpg
1000000392,셀린느 니트 상의,10500002,"003001005
003
003001",url,20/01/03/1000000392/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700034/700034_f.png
1000000393,블루 토파즈 목걸이,70200003,"004002
004",local,20/01/03/1000000393/,fbGoods_065.jpg
1000000394,블루 토파즈 팔찌,70400003,"004004
004",local,20/01/03/1000000394/,fbGoods_09.jpg
1000000395,알렉산더 왕 원피스,10300006,"003001003
003
003001",url,20/01/03/1000000395/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700039/700039_f.png
1000000396,블루 다이아몬드 반지,70300003,"004003
004",local,20/01/03/1000000396/,fbGoods_039.jpg
1000000397,브루넬로 쿠치넬리 원피스,10300007,"003001003
003
003001",url,20/01/03/1000000397/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700040/700040_f.png
1000000398,다이아 목걸이,70200004,"004002
004",local,20/01/03/1000000398/,fbGoods_040.jpg
1000000399,블루 토파즈 팔찌,70400004,"004004
004",local,20/01/03/1000000399/,fbGoods_024.jpg
1000000400,브루넬로 쿠치넬리 원피스,10300008,"003001003
003
003001",url,20/01/03/1000000400/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700041/700041_f.png
1000000401,블루 다이아몬드 목걸이,70200005,"004002
004",local,20/01/03/1000000401/,fbGoods_063.jpg
1000000402,다이아몬드 목걸이,70200006,"004002
004",local,20/01/03/1000000402/,fbGoods_013.jpg
1000000403,마르니 원피스,10300009,"003001003
003
003001",url,20/01/03/1000000403/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700058/700058_f.png
1000000404,다이아 목걸이,70200007,"004002
004",local,20/01/03/1000000404/,fbGoods_06.jpg
1000000405,블루 다이아몬드 목걸이,70200008,"004002
004",local,20/01/03/1000000405/,fbGoods_038.jpg
1000000406,마르니 원피스,10300010,"003001003
003
003001",url,20/01/03/1000000406/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700059/700059_f.png
1000000407,다이아 목걸이,70200009,"004002
004",local,20/01/03/1000000407/,fbGoods_034.jpg
1000000408,다이아 목걸이,70200010,"004002
004",local,20/01/03/1000000408/,fbGoods_036.jpg
1000000410,다이아 목걸이,70200011,"004002
004",local,20/01/03/1000000410/,fbGoods_036.jpg
1000000411,러프 다이아 목걸이,70200012,"004002
004",local,20/01/03/1000000411/,fbGoods_052.jpg
1000000412,꼼데가르송 긴팔 상의,10200020,"003001002
003
003001",url,20/01/03/1000000412/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700061/700061_f.png
1000000413,다이아 목걸이,70200013,"004002
004",local,20/01/03/1000000413/,fbGoods_032.jpg
1000000414,블랙 다이아 목걸이,70200014,"004002
004",local,20/01/03/1000000414/,fbGoods_057.jpg
1000000415,끌로에 긴팔 상의,10200021,"003001002
003
003001",url,20/01/03/1000000415/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/700062/700062_f.png
1000000416,블루 다이아 목걸이,70200015,"004002
004",local,20/01/03/1000000416/,fbGoods_090.jpg
1000000417,블루 다이아 목걸이,70200016,"004002
004",local,20/01/03/1000000417/,fbGoods_071.jpg
1000000419,핑크 사파이어 팔찌,70400005,"004004
004",local,20/01/03/1000000419/,fbGoods_039.jpg
1000000420,블루 사파이어 팔찌,70400006,"004004
004",local,20/01/03/1000000420/,fbGoods_019.jpg
1000000421,이자벨 마랑 셔츠 상의,10400005,"003001004
003
003001",url,20/01/03/1000000421/,https://koodonkr.hgodo.com/product_img/WOMEN/TOP/100103/100103_f.png
1000000422,알렉산더 맥퀸 카드지갑,90100015,"007001
007",local,20/01/03/1000000422/,fbGoods_038.png
1000000423,구찌 스냅백,90200011,"007002
007",local,20/01/03/1000000423/,fbGoods_088.png
1000000424,메종 마르지엘라 11 넘버 로고 반지갑,90100016,"007001
007",local,20/01/03/1000000424/,fbGoods_058.png
1000000425,샤넬 스니커즈,30100001,"003003001
003
003003",url,20/01/03/1000000425/,https://koodonkr.hgodo.com/product_img/WOMEN/Shoes/400109/400109_f.png
1000000426,골든 구스 하우스 러닝 스니커즈,30100002,"003003001
003
003003",url,20/01/03/1000000426/,https://koodonkr.hgodo.com/product_img/WOMEN/Shoes/400123/400123_f.png
1000000427,샤넬 스니커즈,30100003,"003003001
003
003003",url,20/01/03/1000000427/,https://koodonkr.hgodo.com/product_img/WOMEN/Shoes/400124/400124_f.png
1000000428,프라다 구두,30200001,"003003002
003
003003",url,20/01/03/1000000428/,https://koodonkr.hgodo.com/product_img/WOMEN/Shoes/400135/400135_f.png
1000000429,겐조 에스파듀,60600001,"002003006
002
002003",local,20/01/03/1000000429/,fbGoods_080.jpg
1000000430,살바토레 페레가모 구두,30200002,"003003002
003
003003",url,20/01/03/1000000430/,https://koodonkr.hgodo.com/product_img/WOMEN/Shoes/400136/400136_f.png
1000000431,페레가모 로퍼,60600002,"002003006
002
002003",local,20/01/03/1000000431/,fbGoods_024.jpg
1000000432,조르지오 알마니 로퍼,60600003,"002003006
002
002003",local,20/01/03/1000000432/,fbGoods_08.jpg
1000000433,아크네 스튜디오 샌들,30400005,"003
003003
003003004",url,20/01/03/1000000433/,https://koodonkr.hgodo.com/product_img/WOMEN/Shoes/400159/400159_f.png
1000000434,토즈 로퍼,60600004,"002003006
002
002003",local,20/01/03/1000000434/,fbGoods_059.jpg
1000000435,토즈 로퍼,60600005,"002003006
002
002003",url,20/01/03/1000000435/,https://koodonkr.hgodo.com/product_img/MEN/Shoes/400034/400033_f.jpg
1000000436,알라이아 스니커즈,30100004,"003003001
003
003003",url,20/01/03/1000000436/,https://koodonkr.hgodo.com/product_img/WOMEN/Shoes/900001/900001_f.png
1000000437,토즈 로퍼,60600006,"002003006
002
002003",url,20/01/03/1000000437/,https://koodonkr.hgodo.com/product_img/MEN/Shoes/400034/400034_f.jpg
1000000438,발렌시아가 트랙 슈즈,60100003,"002003001
002
002003",url,20/01/03/1000000438/,https://koodonkr.hgodo.com/product_img/MEN/Shoes/400050/400050_f.jpg
